Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Target
1.1184268019036328,2.0988969967016207,-1.3782700614868668,0.41199431168206746,2.295868762882263,-2.2424825919989066,1.0243656974642923,3.4138690463306887,1.0745643785826833,-2.185054548774029,0.9556329763504106,2.4447230793638695,1.0185005154965387,-2.240355159043662,2.5412820451735323,-0.9445350785394668,-2.347181722048566,-0.47970751677561885,-2.065883288436425,-2.663942018633176,0
5.921635916022681,-2.231204986060832,0.15349156043072676,2.58767765377891,-1.5947194963118956,6.532828199845513,-6.814586563926999,0.8293364393177501,-0.8405778783270876,-2.626804731993559,-5.976731885928348,-1.2106010955342001,-0.8465840606569797,-0.26361272762657406,1.6242228024812502,0.6887664146173553,2.5918106903174456,1.1625593617815797,-0.02368226757324965,-0.26230163524064976,1
2.4024111064137426,0.9185676449295144,-1.1736634690679506,0.7166508377255969,1.764127728665887,-0.7198490163078451,8.632595967255773,1.924972400537401,1.1965331469166314,-1.3575459541733863,-0.21958012936168458,4.507338229471479,0.02472914972507656,-0.05735949772168425,-3.4408191441734735,0.9186844550553548,3.580652329046417,-3.644027632496864,1.409742124489794,-0.728209356958516,1
-3.5332705836286777,1.5523784735019168,-3.2239848134841185,1.9598350235767183,1.0436632510524868,-3.6262234475929547,-0.08045148033386805,2.163874782168868,-3.283399879097617,0.8845952137703739,2.055589833233536,-1.2084537816208862,-1.580437518996919,-1.3620023991460222,0.7568744005211631,-2.913398599506348,-2.6888015673652887,-1.1744513013423379,-3.487518389797636,-3.5750047383388517,1
1.371915075586355,-0.4440319508130559,0.22146856368272494,0.7199793065923997,1.8592272097972393,-0.4357699066076305,0.8729371083076086,1.8014939168996584,-0.9415457119693242,3.8299466566288163,-3.3961456223789352,0.25901070355957756,1.6849736901593007,-1.3893300630451653,-5.2074124723359985,1.4822303515239161,0.10007379318424237,2.3202290177040386,-0.5471053960404069,2.6182892445511596,1
2.32250235041134,0.7394087488226254,4.331738161861467,-0.4873140915327143,0.42127045821098263,-4.92400959793696,-6.722816890813529,2.924908541553701,0.3085589630734902,1.4129573621171847,-1.177161614297648,0.6191368396506618,0.1675176055045784,0.15582749138738428,4.75898745998959,-3.8095909277131565,-0.7592914900955305,-8.137543911478542,-5.182480610953159,-0.3738928343171186,1
-5.985461833876882,2.520880144825078,-5.445131147946425,1.9924664617968135,0.9809771771182838,-3.901914806572848,7.007144789049981,0.7822578083184367,0.542281650998859,1.1072038217623748,5.122104254241744,1.66315291179466,2.3283754637514145,-1.0150865117540748,1.037306982785738,-1.329807586181622,-3.8169170894657665,1.6382073030353288,-0.9728132417399724,-4.902762488844301,0
4.6216648698453495,0.5497558695719316,1.3735581767802176,0.15252919918942465,-1.9017368475094147,5.1735807013067605,-2.236907541306554,-0.2354616922185946,3.6211462325135573,-4.542403333014215,1.1293576414294708,3.9609454907713593,1.3591504580215252,-1.519409460887578,3.0486523894047077,0.312983948787553,0.6276699339797307,0.7061796582179862,0.6376924076570523,-4.811122743249428,0
3.6317765437902407,-1.1488043212222503,-0.21791571941040078,-0.3391768483648048,-4.334411268727111,3.029084130159357,-7.93276427502616,0.9100276967592692,3.2288576755659792,-1.563025444839423,-0.47453999959988047,-1.706419973153785,-0.947552943148283,-3.712250936784216,-0.05130750528933917,1.5574844249605841,-0.30674297763843295,2.277322300196965,0.4226606713143398,0.05645843898726985,0
6.534562564337889,3.291629255702429,-2.7301836359281664,1.7271074837906955,0.17279523450136258,4.7569270950509415,-7.56142076927079,0.9529699201245208,-0.8529394371467289,-2.4120752088863666,-5.73596119769881,-0.07691451237851199,-4.796243636964263,-0.12211512480547038,5.720425293986089,-1.107320190902346,3.144812407718807,1.4175176458879184,-0.17447759233988214,6.562107134422612,1
