Alcohol,Sugar,pH,Class
10.621780831931538,5.917791867767129,3.52999831098997,Good
14.655000144869414,5.327225395355348,2.9845119955987114,Good
13.123957592679837,3.0542317312914706,3.146639694369886,Poor
12.190609389379256,9.305366716471575,3.463280636857818,Good
9.092130483097055,7.4110503273751185,3.2820893445244796,Poor
9.091961642353418,13.052664388698053,3.5385710386348936,Good
8.406585285177396,0.9655889169898446,3.7612079012228596,Good
14.063233020424546,9.836084949549331,2.916546687715197,Good
12.207805082202462,11.562758738417637,3.5095677163980605,Poor
12.956508044572319,11.512555253230452,3.0303441556321142,Poor
8.144091460070618,13.348072522885115,3.214476727407569,Good
14.78936896513396,11.070989271027663,2.8328627257951395,Good
13.827098485602953,13.953245893891596,2.9359073822926987,Good
9.486373774747934,5.323520697402926,3.1197772890488995,Good
9.272774770449704,7.796536542897375,3.1419858052879848,Good
9.283831568974037,0.7041551176019147,3.6995852164620957,Good
10.129695700716765,0.6008850158977226,3.5418129092665147,Good
11.673295021425664,3.9818359965470385,3.7721829681870407,Poor
11.023615130494811,1.9617043585167362,3.3990715103352405,Poor
10.038603981386293,4.2730648350684275,3.041713732091318,Good
12.282970263056656,3.067127770661762,3.127655029921643,Good
8.976457024564294,0.9135403601603995,3.119835923291967,Good
10.045012539746526,13.684910122887716,3.1264943276632513,Good
10.564532903055841,0.619235405138927,3.4729641731118157,Good
11.192489889519251,11.173191092887738,3.330807928090416,Good
13.496231729751095,2.7061443603329898,3.1854241780866444,Poor
9.397716475108519,13.7273295189942,2.9490897687287165,Poor
11.59964106889528,13.445541124053344,2.822139162942146,Poor
12.146901982034297,9.981566622354231,3.0188346775876926,Good
8.325152889039984,10.247395172108774,2.907471403968681,Poor
12.252813963310068,0.5774175585604839,3.585445030852239,Good
9.193668865811041,14.78063770864723,2.912497957813885,Poor
8.455361150896957,13.228572751849308,3.524228237306836,Good
14.642198760773333,13.479040273086333,3.1856586897760826,Poor
14.759424231521916,10.059045787237643,2.8733783897437757,Good
13.658781436815229,5.499410465490779,3.6127300494315855,Poor
10.132296384213594,13.457905411811971,3.379630570236613,Poor
8.683704798044687,4.726995458192289,3.035761512863573,Poor
12.789631185585097,8.65931737846194,3.6946811743326675,Good
11.081067456177209,1.9460990989862947,2.845258313870551,Good
8.854267643913452,13.868356636924878,3.0018196081977626,Good
11.46623837077889,2.5411716376825932,3.552046927805861,Good
8.240719647806529,3.7610036830909053,3.509377930309889,Good
14.365242814551475,8.592945292859117,3.089271693724478,Poor
9.811459871200118,11.579348503088232,2.862024875352783,Good
12.637655990477874,9.480593936076335,3.6580780722249435,Good
10.181977532625876,3.8659417356022643,3.1136976380699024,Good
11.640476148244677,0.5136741166486098,2.995713414928265,Poor
11.826971955402957,11.478683414457869,3.316061822360977,Poor
9.29398118867869,14.78550622571086,3.710227199282447,Poor
14.787092394351909,12.24374024443831,2.8435465778433753,Good
13.425929763527801,7.172995963270923,3.5658040880308874,Good
14.576492590949325,13.604625290287045,3.3724732279387086,Poor
14.26379145299354,6.442791260216075,3.225449116551817,Good
12.185299851677595,8.11154422153028,3.54408044410506,Good
14.453119645161818,7.418381627237407,3.7658244244416323,Good
8.619447514363436,6.9905461536501114,3.0292062111626907,Good
9.371880036934016,11.740266154761633,2.9436473650721195,Good
8.316591022373766,8.138149155407634,3.7128817452226968,Poor
10.27731231534285,5.092398269365633,3.4689530774573036,Poor
10.720741027826374,4.2432934310479355,3.237986021561966,Poor
9.899443222417272,1.047336096027784,3.373259570264283,Good
13.801162564063505,8.956329847304167,3.5456139051762436,Poor
10.497273286855124,3.834440523314996,3.5730318987057172,Good
9.966541567811666,2.6479418692375547,3.7198941808189643,Poor
11.79887258210774,9.980534475501326,3.2268427888956226,Good
8.986469574823339,10.377534238412458,3.093410910019395,Good
13.615378865278277,11.406245937736156,3.439664266789842,Poor
8.521854505758396,7.801864996909576,3.21572789927953,Poor
14.908208556203622,13.463791775456356,3.3945984539489777,Poor
13.405713385076602,14.076969924274303,3.21998579845595,Good
9.391009770739206,12.206878626991097,2.952995786678174,Poor
8.038654819865217,9.716105489118714,3.2694267516589584,Poor
13.708229999183839,4.903953827072236,3.4909178219410326,Poor
12.948001406933319,14.752701363493207,3.59928380766765,Poor
13.10305017628691,4.474974424283106,3.2933262767965465,Good
13.39889242680162,3.4385253688612503,2.9652378902104006,Good
8.518312562138632,6.91123464990545,3.2146877096494313,Good
10.509260099809907,1.3241882753296328,3.586293928841698,Poor
8.811083416675908,14.688169737740967,3.2128592706170727,Poor
14.041723981129156,9.03228656803816,3.4965307936042223,Poor
12.363086887792905,8.57580532913054,3.3072136816780895,Good
10.316286173968544,10.009046058545938,3.0412231251093966,Poor
8.444908452002165,7.7068428927694965,3.596150508023074,Good
